MenuID,RestaurantID,ItemName,Category,Price
M603,R151,Paneer Tikka,Starters,160
M604,R151,Fruit Salad,Salads,170
M605,R151,Dal Makhani,Main Course,520
M606,R151,Pasta Salad,Salads,300
M607,R151,Paneer Butter Masala,Main Course,300
M608,R152,Spring Rolls,Starters,150
M609,R152,Schezwan Fried Rice,Rice,160
M610,R152,Pad Thai,Noodles,190
M611,R152,Pad Thai,Noodles,210
M612,R152,Paneer Tikka,Starters,200
M613,R152,Fried Rice,Rice,360
M614,R152,Pad Thai,Noodles,300
M615,R152,Jeera Rice,Rice,350
M616,R153,Chicken Tikka Masala,Main Course,250
M617,R153,Chicken Tikka Masala,Main Course,320
M618,R153,Chicken Wings,Starters,130
M619,R153,Tiramisu,Desserts,250
M620,R153,Chicken Tikka Masala,Main Course,460
M621,R153,Spring Rolls,Starters,140
M622,R153,Nachos,Starters,200
M623,R154,Green Tossed Salad,Salads,220
M624,R154,Pasta Salad,Salads,370
M625,R154,Chilli Potato,Starters,230
M626,R154,Greek Salad,Salads,270
M627,R154,Mutton Curry,Main Course,290
M628,R154,Chicken Tikka Masala,Main Course,370
M629,R155,Ice Cream,Desserts,90
M630,R155,Chicken Wings,Starters,180
M631,R155,Spring Rolls,Starters,170
M632,R155,Gulab Jamun,Desserts,220
M633,R155,Tiramisu,Desserts,150
M634,R155,Chilli Potato,Starters,230
M635,R155,Ice Cream,Desserts,180
M636,R156,Paneer Butter Masala,Main Course,550
M637,R156,Dal Makhani,Main Course,470
M638,R156,Dal Makhani,Main Course,340
M639,R156,Ice Cream,Desserts,170
M640,R156,Chicken Wings,Starters,90
M641,R156,Grilled Fish,Main Course,280
M642,R157,Fruit Salad,Salads,340
M643,R157,Grilled Fish,Main Course,530
M644,R157,Dal Makhani,Main Course,310
M645,R157,Caesar Salad,Salads,300
M646,R158,Cheese Burrito,Burritos,340
M647,R158,Soft Tacos,Tacos,240
M648,R158,Soft Tacos,Tacos,380
M649,R158,Cheese Burrito,Burritos,180
M650,R158,Veg Tacos,Tacos,230
M651,R158,Bean Burrito,Burritos,280
M652,R159,Hakka Noodles,Noodles,190
M653,R159,Chilli Potato,Starters,100
M654,R159,Chilli Potato,Starters,240
M655,R159,Schezwan Fried Rice,Rice,350
M656,R159,Chicken Wings,Starters,100
M657,R159,Pan Fried Noodles,Noodles,360
M658,R159,Paneer Tikka,Starters,170
M659,R160,Grilled Fish,Main Course,310
M660,R160,Pasta Salad,Salads,210
M661,R160,Grilled Fish,Main Course,300
M662,R160,Dal Makhani,Main Course,550
M663,R161,Paneer Tikka,Starters,200
M664,R161,Mac and Cheese,Pasta,220
M665,R161,Cheese Burst,Pizza,460
M666,R161,Arrabbiata Pasta,Pasta,160
M667,R161,Spring Rolls,Starters,90
M668,R161,Lasagna,Pasta,150
M669,R162,Spring Rolls,Starters,180
M670,R162,Manchow Rice,Rice,390
M671,R162,Pulao,Rice,290
M672,R162,Schezwan Fried Rice,Rice,310
M673,R162,Fried Rice,Rice,310
M674,R162,Paneer Tikka,Starters,240
M675,R163,Onion Rings,Sides,250
M676,R163,Crispy Burger,Burger,370
M677,R163,Cheese Burger,Burger,300
M678,R163,Mojito,Beverages,250
M679,R163,Double Patty Burger,Burger,300
M680,R164,Nachos,Starters,110
M681,R164,Dal Makhani,Main Course,230
M682,R164,Nachos,Starters,230
M683,R164,Mutton Curry,Main Course,320
M684,R164,Chicken Wings,Starters,100
M685,R164,Tiramisu,Desserts,160
M686,R164,Chilli Potato,Starters,250
M687,R165,Nachos,Starters,140
M688,R165,Pan Fried Noodles,Noodles,280
M689,R165,Pad Thai,Noodles,160
M690,R165,Spring Rolls,Starters,220
M691,R165,Paneer Tikka,Starters,170
M692,R165,Pulao,Rice,310
M693,R166,Jeera Rice,Rice,180
M694,R166,Nachos,Starters,100
M695,R166,Chilli Garlic Noodles,Noodles,340
M696,R166,Spring Rolls,Starters,100
M697,R166,Schezwan Fried Rice,Rice,160
M698,R167,Chilli Potato,Starters,160
M699,R167,Spring Rolls,Starters,120
M700,R167,Paneer Butter Masala,Main Course,490
M701,R167,Nachos,Starters,100
M702,R168,Spring Rolls,Starters,240
M703,R168,Kulcha,Breads,390
M704,R168,Garlic Naan,Breads,290
M705,R168,Paneer Tikka,Starters,90
M706,R168,Nachos,Starters,210
M707,R168,Mutton Curry,Main Course,220
M708,R168,Kulcha,Breads,310
M709,R168,Roti,Breads,340
M710,R169,Lasagna,Pasta,380
M711,R169,Chicken Wings,Starters,150
M712,R169,Cheese Burst,Pizza,600
M713,R169,Spring Rolls,Starters,140
M714,R170,Paneer Tikka,Starters,220
M715,R170,Dal Makhani,Main Course,560
M716,R170,Chilli Potato,Starters,240
M717,R170,Ice Cream,Desserts,240
M718,R170,Tiramisu,Desserts,120
M719,R171,Masala Dosa,Breakfast,140
M720,R171,Upma,Breakfast,150
M721,R171,Dal Makhani,Main Course,510
M722,R171,Mango Shake,Beverages,90
M723,R171,Idli Sambhar,Breakfast,160
M724,R171,Lemonade,Beverages,120
M725,R171,Lemonade,Beverages,230
M726,R172,Chicken Wings,Starters,220
M727,R172,Paneer Tikka,Starters,200
M728,R172,Chilli Garlic Noodles,Noodles,240
M729,R172,Jeera Rice,Rice,180
M730,R172,Pad Thai,Noodles,400
M731,R173,Garlic Bread,Sides,130
M732,R173,Potato Wedges,Sides,160
M733,R173,Chicken Tacos,Tacos,360
M734,R173,Chicken Burrito,Burritos,280
M735,R173,Cheese Burrito,Burritos,200
M736,R173,Cheese Dip,Sides,240
M737,R173,Onion Rings,Sides,140
M738,R174,Nachos,Starters,90
M739,R174,Chilli Potato,Starters,220
M740,R174,Veg Supreme Pizza,Pizza,550
M741,R174,Lasagna,Pasta,280
M742,R174,Lasagna,Pasta,340
M743,R174,Paneer Tikka,Starters,100
M744,R174,Farmhouse Pizza,Pizza,400
M745,R175,Lemonade,Beverages,220
M746,R175,Mango Shake,Beverages,200
M747,R175,Mango Shake,Beverages,110
M748,R175,Dal Makhani,Main Course,500
M749,R175,Mojito,Beverages,100
M750,R175,Mango Shake,Beverages,140
M751,R175,Mojito,Beverages,120
M752,R176,Cheese Dip,Sides,170
M753,R176,Spicy Burrito,Burritos,230
M754,R176,Bean Burrito,Burritos,170
M755,R176,French Fries,Sides,190
M756,R177,Paneer Butter Masala,Main Course,440
M757,R177,Dal Makhani,Main Course,440
M758,R177,Chilli Potato,Starters,230
M759,R177,Roti,Breads,340
M760,R177,Paneer Tikka,Starters,160
M761,R178,Garlic Bread,Sides,120
M762,R178,Cold Coffee,Beverages,140
M763,R178,Crispy Burger,Burger,230
M764,R178,Iced Tea,Beverages,150
M765,R178,Mango Shake,Beverages,230
M766,R179,Poha,Breakfast,190
M767,R179,Chicken Tikka Masala,Main Course,260
M768,R179,Lemonade,Beverages,90
M769,R179,Mojito,Beverages,200
M770,R179,Masala Dosa,Breakfast,90
M771,R179,Lemonade,Beverages,140
M772,R180,Chicken Tikka Masala,Main Course,550
M773,R180,Lemonade,Beverages,140
M774,R180,Mojito,Beverages,240
M775,R180,Upma,Breakfast,100
M776,R181,Mac and Cheese,Pasta,340
M777,R181,Farmhouse Pizza,Pizza,360
M778,R181,Lasagna,Pasta,380
M779,R181,Lasagna,Pasta,160
M780,R181,Arrabbiata Pasta,Pasta,170
M781,R182,Lemonade,Beverages,180
M782,R182,Mango Shake,Beverages,220
M783,R182,Aloo Paratha,Breakfast,100
M784,R182,Chicken Tikka Masala,Main Course,280
M785,R182,Masala Dosa,Breakfast,140
M786,R183,Upma,Breakfast,100
M787,R183,Mango Shake,Beverages,100
M788,R183,Idli Sambhar,Breakfast,140
M789,R183,Masala Dosa,Breakfast,220
M790,R183,Upma,Breakfast,230
M791,R183,Dal Makhani,Main Course,460
M792,R184,Dal Makhani,Main Course,580
M793,R184,Spring Rolls,Starters,190
M794,R184,Dal Makhani,Main Course,250
M795,R184,Paneer Tikka,Starters,240
M796,R184,Grilled Fish,Main Course,500
M797,R184,Chicken Wings,Starters,100
M798,R185,Caesar Salad,Salads,310
M799,R185,Grilled Fish,Main Course,230
M800,R185,Paneer Tikka,Starters,150
M801,R185,Caesar Salad,Salads,380
M802,R185,Pasta Salad,Salads,200
M803,R186,Mutton Curry,Main Course,520
M804,R186,Nachos,Starters,220
M805,R186,Mutton Curry,Main Course,430
M806,R186,Chicken Wings,Starters,100
M807,R187,Chilli Potato,Starters,130
M808,R187,Paneer Tikka,Starters,180
M809,R187,Manchow Rice,Rice,290
M810,R187,Chilli Garlic Noodles,Noodles,400
M811,R188,Kulcha,Breads,230
M812,R188,Paneer Butter Masala,Main Course,310
M813,R188,Dal Makhani,Main Course,350
M814,R188,Dal Makhani,Main Course,570
M815,R189,Paneer Butter Masala,Main Course,270
M816,R189,Gulab Jamun,Desserts,110
M817,R189,Chicken Wings,Starters,110
M818,R189,Chicken Wings,Starters,200
M819,R190,Spring Rolls,Starters,100
M820,R190,Gulab Jamun,Desserts,170
M821,R190,Dal Makhani,Main Course,380
M822,R190,Grilled Fish,Main Course,360
M823,R190,Nachos,Starters,240
M824,R190,Brownie,Desserts,140
M825,R191,Veggie Burger,Burger,280
M826,R191,Lemonade,Beverages,160
M827,R191,Crispy Burger,Burger,210
M828,R191,Chicken Burger,Burger,230
M829,R191,Cheese Dip,Sides,170
M830,R192,Margherita Pizza,Pizza,330
M831,R192,Chilli Potato,Starters,190
M832,R192,Spring Rolls,Starters,200
M833,R192,Lasagna,Pasta,280
M834,R192,Pepperoni Pizza,Pizza,210
M835,R192,Chilli Potato,Starters,170
M836,R192,Arrabbiata Pasta,Pasta,180
M837,R193,Masala Dosa,Breakfast,250
M838,R193,Upma,Breakfast,230
M839,R193,Idli Sambhar,Breakfast,190
M840,R193,Iced Tea,Beverages,240
M841,R193,Mojito,Beverages,210
M842,R193,Dal Makhani,Main Course,360
M843,R193,Idli Sambhar,Breakfast,140
M844,R193,Iced Tea,Beverages,120
M845,R194,Spring Rolls,Starters,110
M846,R194,Chicken Wings,Starters,100
M847,R194,Grilled Fish,Main Course,320
M848,R194,Nachos,Starters,210
M849,R194,Nachos,Starters,190
M850,R194,Spring Rolls,Starters,220
M851,R194,Paneer Tikka,Starters,160
M852,R195,Black Forest,Cakes,170
M853,R195,Brownie,Desserts,240
M854,R195,Vanilla Cake,Cakes,400
M855,R195,Cheesecake,Desserts,120
M856,R196,Greek Salad,Salads,350
M857,R196,Fruit Salad,Salads,150
M858,R196,Dal Makhani,Main Course,220
M859,R196,Greek Salad,Salads,160
M860,R196,Paneer Tikka,Starters,120
M861,R196,Spring Rolls,Starters,250
M862,R196,Dal Makhani,Main Course,560
M863,R196,Chicken Tikka Masala,Main Course,290
M864,R197,Fruit Salad,Salads,180
M865,R197,Spring Rolls,Starters,110
M866,R197,Chicken Wings,Starters,160
M867,R197,Chilli Potato,Starters,190
M868,R197,Nachos,Starters,100
M869,R198,Grilled Fish,Main Course,430
M870,R198,Spring Rolls,Starters,100
M871,R198,Green Tossed Salad,Salads,240
M872,R198,Grilled Fish,Main Course,210
M873,R198,Chilli Potato,Starters,160
M874,R198,Mutton Curry,Main Course,270
M875,R199,Farmhouse Pizza,Pizza,540
M876,R199,Lasagna,Pasta,360
M877,R199,Paneer Tikka,Starters,110
M878,R199,Spring Rolls,Starters,190
M879,R199,Lasagna,Pasta,380
M880,R199,Lasagna,Pasta,190
M881,R199,Veg Supreme Pizza,Pizza,290
M882,R199,Paneer Tikka,Starters,150
M883,R200,Fruit Cake,Cakes,300
M884,R200,Iced Tea,Beverages,130
M885,R200,Cold Coffee,Beverages,180
M886,R200,Cheesecake,Desserts,130
M887,R200,Cheesecake,Desserts,200
M888,R201,Idli Sambhar,Breakfast,160
M889,R201,Upma,Breakfast,230
M890,R201,Masala Dosa,Breakfast,220
M891,R201,Aloo Paratha,Breakfast,240
M892,R202,Brownie,Desserts,130
M893,R202,Dal Makhani,Main Course,480
M894,R202,Mutton Curry,Main Course,570
M895,R202,Dal Makhani,Main Course,270
M896,R202,Cheesecake,Desserts,180
M897,R202,Mutton Curry,Main Course,370
M898,R202,Brownie,Desserts,110
M899,R203,Soft Tacos,Tacos,190
M900,R203,Chicken Tacos,Tacos,340
M901,R203,Crispy Tacos,Tacos,290
M902,R203,Onion Rings,Sides,210
M903,R203,Fish Tacos,Tacos,260
M904,R203,Cheese Dip,Sides,150
M905,R203,Bean Burrito,Burritos,150
M906,R203,Veg Burrito,Burritos,300
M907,R204,Garlic Bread,Sides,140
M908,R204,Mango Shake,Beverages,150
M909,R204,Lemonade,Beverages,240
M910,R204,Veggie Burger,Burger,280
M911,R204,Garlic Bread,Sides,230
M912,R204,Onion Rings,Sides,180
M913,R205,Chilli Potato,Starters,130
M914,R205,Jeera Rice,Rice,360
M915,R205,Chilli Potato,Starters,120
M916,R205,Fried Rice,Rice,200
M917,R205,Chicken Wings,Starters,130
M918,R205,Manchow Rice,Rice,340
M919,R206,Nachos,Starters,130
M920,R206,Paratha,Breads,330
M921,R206,Chicken Wings,Starters,230
M922,R206,Spring Rolls,Starters,170
M923,R206,Paratha,Breads,230
M924,R207,Garlic Bread,Sides,220
M925,R207,Lemonade,Beverages,130
M926,R207,Cold Coffee,Beverages,120
M927,R207,Chicken Burger,Burger,290
M928,R207,Lemonade,Beverages,140
M929,R208,Iced Tea,Beverages,130
M930,R208,Masala Dosa,Breakfast,90
M931,R208,Masala Dosa,Breakfast,150
M932,R208,Aloo Paratha,Breakfast,190
M933,R208,Grilled Fish,Main Course,560
M934,R208,Mojito,Beverages,190
M935,R209,Paneer Tikka,Starters,240
M936,R209,Paratha,Breads,200
M937,R209,Paratha,Breads,210
M938,R209,Chicken Tikka Masala,Main Course,290
M939,R209,Chicken Wings,Starters,180
M940,R209,Grilled Fish,Main Course,340
M941,R209,Chicken Wings,Starters,140
M942,R209,Paratha,Breads,360
M943,R210,Chilli Potato,Starters,140
M944,R210,Paneer Butter Masala,Main Course,400
M945,R210,Green Tossed Salad,Salads,170
M946,R210,Green Tossed Salad,Salads,370
M947,R210,Chicken Wings,Starters,200
M948,R211,Chicken Tacos,Tacos,220
M949,R211,Chicken Burrito,Burritos,250
M950,R211,Chicken Burrito,Burritos,250
M951,R211,Fish Tacos,Tacos,330
M952,R212,Chilli Potato,Starters,200
M953,R212,Farmhouse Pizza,Pizza,220
M954,R212,Spring Rolls,Starters,140
M955,R212,Cheese Burst,Pizza,540
M956,R213,Chicken Burrito,Burritos,250
M957,R213,Cheese Dip,Sides,190
M958,R213,Onion Rings,Sides,80
M959,R213,Soft Tacos,Tacos,280
M960,R214,Paneer Butter Masala,Main Course,200
M961,R214,Fruit Salad,Salads,210
M962,R214,Caesar Salad,Salads,280
M963,R214,Mutton Curry,Main Course,540
M964,R214,Pasta Salad,Salads,370
M965,R214,Green Tossed Salad,Salads,280
M966,R214,Pasta Salad,Salads,340
M967,R215,Spring Rolls,Starters,90
M968,R215,Cheese Burst,Pizza,410
M969,R215,Nachos,Starters,230
M970,R215,Nachos,Starters,150
M971,R216,Cold Coffee,Beverages,220
M972,R216,Garlic Bread,Sides,170
M973,R216,Chicken Burger,Burger,220
M974,R216,Mojito,Beverages,230
M975,R216,Crispy Burger,Burger,310
M976,R216,Chicken Burger,Burger,380
M977,R217,Lemonade,Beverages,210
M978,R217,Mojito,Beverages,100
M979,R217,Garlic Bread,Sides,240
M980,R217,Cheese Dip,Sides,210
M981,R217,Chicken Burger,Burger,180
